,Noise Type,PSNR_noisy,PSNR_denoisy,SSIM_noisy,SSIM_denoisy,CW-SSIM_noisy,CW-SSIM_denoisy,unique_noisy,unique_denoisy,ms_unique_noisy,ms_unique_denoisy,csv_noisy,csv_denoisy,summer_noisy,summer_denoisy
33,Overexposure,27.635793119072364,29.17641340862818,0.644709178469199,0.6051825580711643,0.6738812894463844,0.6051825580711643,0.2735548210305696,0.277587519474713,0.5115900375574162,0.4265314799980456,0.9497194652024267,0.9426642592117148,2.329835898878751,1.7034906260493288
34,Overexposure,27.58065174011815,31.359649331306553,0.660754774547689,0.7374410695612897,0.8233487731196096,0.7374410695612897,0.46204262174633237,0.5064109182427801,0.5796684666239673,0.5819664654788063,0.958795035496429,0.9548167561662093,2.4663231827132797,1.8682097357546805
35,Overexposure,27.82837187673139,30.774858953064697,0.6416841620955245,0.6231176017314315,0.7503393749961451,0.6231176017314315,0.3027611656012192,0.32477020328717277,0.49230811239266203,0.43768830475754417,0.9541531875152977,0.9438259563157692,2.139888623043973,1.1944087757636008
36,Underexposure,27.85521172536565,51.11863066279419,0.7220043533330263,0.9978334252145913,0.8000049551057519,0.9978334252145913,0.8655784516720262,0.9950428218124088,0.8653242508243466,0.9937684460110453,0.9801659373888734,0.9960896648076663,4.916174578506439,4.921248825434581
37,Underexposure,27.65957074733045,51.16515910879684,0.7284362076854953,0.9978753099748968,0.7970779590034678,0.9978753099748968,0.8652377044069792,0.9943429725209345,0.862572620022894,0.9928795001343217,0.9812210547611168,0.996662677079657,4.930255199167001,4.923024145409841
38,Underexposure,27.42189630181102,51.16489257235273,0.7011171542777576,0.9985910157327753,0.800323674732639,0.9985910157327753,0.8593129700664301,0.9958421963776998,0.8325102355905649,0.994044745235459,0.9798285986306051,0.9973338359607038,4.916648703915889,4.922484395181954
39,Underexposure,27.448811890705468,51.13276180377629,0.6791810219095181,0.9991138865752426,0.8000066146609088,0.9991138865752426,0.8714646729647193,0.9967450255786009,0.8098603771403579,0.9945959548293567,0.9810232109431395,0.9973415401728867,4.911968019557972,4.922548242732326
40,Underexposure,27.41707624582467,51.1395134225713,0.6906672477271885,0.9988244869234647,0.7998747721831062,0.9988244869234647,0.850393351672663,0.9958987651377571,0.8295561052810911,0.9946053263808724,0.9805919129166184,0.9974794287188211,4.9072619251845015,4.920731765435551
41,Underexposure,27.57939784626135,51.13461414439256,0.7120255976866795,0.9982970808007204,0.7999707364441264,0.9982970808007204,0.8594353081771359,0.9959689498870138,0.8308222912935683,0.9943738242407362,0.9825903639870711,0.9963819466117906,4.918117055794086,4.922183685696533
42,Underexposure,27.794673530819413,50.92257621420327,0.7073426523671011,0.9982889778269021,0.7996973754303366,0.9982889778269021,0.8719842911597826,0.9955696268009683,0.8599275045705804,0.9941987186436311,0.9793693642183121,0.9966825901161658,4.908088074417005,4.919408018269783
43,Underexposure,27.478611276718006,50.66423455612298,0.7042951150535472,0.9975022505052105,0.7999815409395875,0.9975022505052105,0.8496223217404829,0.9951530229450362,0.8280132736349688,0.9928913370174234,0.9797409322980607,0.9968515460188312,4.92250232280583,4.9127860341093825
44,Underexposure,27.474026397014857,50.609948514211595,0.6824834144969868,0.9983791545231229,0.8000215385360065,0.9983791545231229,0.8592092403019327,0.9956046682751006,0.8201258144754677,0.9934148948212727,0.9797824482590867,0.997113919298741,4.9186252787260925,4.91193370493926
45,Underexposure,27.39816450170544,50.54846270737349,0.6905376320209572,0.9980786716194535,0.7999080252817973,0.9980786716194535,0.8471145090000065,0.995807694788449,0.8161337145950498,0.9940447180812074,0.9797611016520272,0.9969315426968745,4.924288185910914,4.911100764489238
46,Underexposure,27.335019089381667,50.55482701489631,0.6861561556440124,0.9982822818536606,0.800126255375777,0.9982822818536606,0.8501505615438577,0.9953530792643668,0.8039449122720465,0.9934934777846759,0.9805140491649248,0.9974260286959821,4.920611076440439,4.910369321282611
47,Underexposure,27.633440407097968,50.53426346258432,0.6820866118920592,0.9983240599485701,0.79982894904031,0.9983240599485701,0.8486887172273311,0.9957955209983583,0.7983028189606138,0.9937577182187305,0.9800606905265898,0.9970027932044184,4.926849672590562,4.908702846564502
