Type of Noise,junk,PSNR_noisy,PSNR_denoisy,SSIM_noisy,SSIM_denoisy,CW-SSIM_noisy,CW-SSIM_denoisy,unique_noisy,unique_denoisy,ms_unique_noisy,ms_unique_denoisy,csv_noisy,csv_denoisy,summer_noisy,summer_denoisy
deco_lvl_1,0,35.29137875408718,35.92979398700824,0.9615265913094428,0.9612785070936628,0.991123550572546,0.9612785070936628,0.9445529849450081,0.9494187941934744,0.9533477949684261,0.9555089797851117,0.9835207381619366,0.9855504393028749,4.329047548718235,4.3708156959303635
deco_lvl_1,1,37.199721281435735,37.68750557950402,0.9744303447899673,0.9739954943266018,0.9899894397489876,0.9739954943266018,0.9537656384037,0.9612632040326426,0.9667970043227153,0.971094201731687,0.9861457879629647,0.9876565618778216,4.403382948803783,4.438501192705643
deco_lvl_1,2,37.329783210769556,38.332272229115205,0.9872519418043428,0.9870980051598929,0.9968399684807409,0.9870980051598929,0.962427909509775,0.9682367890241423,0.9665972216989536,0.9705967862442952,0.9865365192440627,0.987824358489924,4.393680917052714,4.4399259428138595
deco_lvl_1,3,36.7611238275201,37.38168226942078,0.9776285738151896,0.9772692786510763,0.9897315415632144,0.9772692786510763,0.9461884521611813,0.9565425916973325,0.962878970203461,0.9681759217370925,0.9856025838452888,0.9873993020026769,4.3810324347128695,4.411893897955014
deco_lvl_1,4,38.20877681943048,39.04461612871441,0.9889793207531841,0.9880087099049738,0.9925040216633902,0.9880087099049738,0.9687503554561423,0.9754906896350307,0.9681973351881499,0.9738140609883362,0.987694860786043,0.9889313752576415,4.393886930816144,4.4162147920073345
deco_lvl_1,5,36.07203105616856,36.61859660451236,0.9731902830774327,0.9726249989695984,0.9844550641777073,0.9726249989695984,0.9414550966909636,0.9495696366983514,0.9582683106329399,0.9620748272112212,0.9848986146778819,0.9869519397566667,4.355905141152884,4.390663149750535
deco_lvl_1,6,37.64632618126,38.32469471274709,0.975644566046875,0.9752719925250803,0.9899239560478292,0.9752719925250803,0.9560891486839772,0.957091772775904,0.9647583737732764,0.9657913463723714,0.9852437123855297,0.9865420268650263,4.415136859575424,4.422306938722757
deco_lvl_1,7,38.06574755439689,38.49468287535254,0.9781231476766789,0.9778532708473359,0.9937042181865997,0.9778532708473359,0.948423810622902,0.9528416253806326,0.9629721260969205,0.9654671219748967,0.9860731226192947,0.9870350233277028,4.427251078459379,4.445516999068309
deco_lvl_1,8,38.320472739668105,39.39063042580657,0.981538395958481,0.9809719928141568,0.9877489766633615,0.9809719928141568,0.9532005933827546,0.960233814833722,0.9632697524865186,0.9673635587973836,0.9865898733824525,0.9882489303973678,4.442777439388829,4.469763660591377
deco_lvl_1,9,37.745068740403205,38.24252665996292,0.9819602321946828,0.9801980561308998,0.9953347845195842,0.9801980561308998,0.9559314519207106,0.9631571927913214,0.9639574607102422,0.9699794403139961,0.9867903906831486,0.9876535707804299,4.39004766664141,4.417180084384816
