,noise_type,noise_level,PSNR_noisy,PSNR_denoisy,SSIM_noisy,SSIM_denoisy,CW-SSIM_noisy,CW-SSIM_denoisy,unique_noisy,unique_denoisy,ms_unique_noisy,ms_unique_denoisy,csv_noisy,csv_denoisy,summer_noisy,summer_denoisy
92,Overexposure,2,29.1267919648158,29.115984430227616,0.7349785033091764,0.7257363108990093,0.28215339534364137,0.7257363108990093,0.00024473883522986117,7.358740419033513e-05,0.18019832318980505,0.14443103474807267,0.9746668538089619,0.9790714345976921,2.9691163226543518,4.999851488819745
93,Overexposure,2,29.215384569901328,29.18652828844316,0.7688369367215035,0.7225279100064752,0.2603110512382192,0.7225279100064752,0.07009861118037308,0.02681519730095421,0.522587074063189,0.36806677682962397,0.9599954245574361,0.947752507926054,2.046531785531949,1.2480242562983277
94,Overexposure,2,28.700844851796774,28.6811979242056,0.8087478073761181,0.7610112285434909,0.297628277572906,0.7610112285434909,0.008866227731799129,0.0006917781879079709,0.31756545733688146,0.1551427752076183,0.9677570962058167,0.9559457069372286,2.2994858815837693,3.8573227778473567
95,Overexposure,2,28.980255411790942,28.987994081806505,0.7874786954740515,0.7754406912073111,0.1166272227253091,0.7754406912073111,0.00021230557690954567,0.00013314259870027777,0.25628851295105815,0.22327946128721232,0.9693724671457232,0.9727809973620624,2.67480580141319,1.5969991959725949
96,Overexposure,2,28.79344764873371,28.79101474352219,0.7817557169051568,0.771209160763153,0.1859086851230562,0.771209160763153,0.00010594724714077508,9.38944554446796e-05,0.19657178195824343,0.18990960167787657,0.9706152796399345,0.9728458501646907,2.537949916429723,1.621835874833263
97,Overexposure,2,29.635804892671686,29.63622381448829,0.7864967417846455,0.7614992544576542,0.19424331730443037,0.7614992544576542,0.01220443687844746,0.005542365305827331,0.4129597394795231,0.32653627847245903,0.9662317940948045,0.9522174994684311,2.2619222954499842,1.2468670714491459
98,Overexposure,2,28.645131551701372,28.612203058567104,0.7747521407742857,0.752678269541108,0.17868713723375862,0.752678269541108,0.0006591117225120966,0.00026804168549885083,0.23043236289517996,0.17333460828550348,0.9674201028306489,0.9591370235369621,3.5057276994257576,4.998850886721303
99,Overexposure,2,29.00630105780372,29.068544037707206,0.7799067050594848,0.7089113923509878,0.41409704036296024,0.7089113923509878,0.20384637160199326,0.03223417544755852,0.6391010392334567,0.32019270608550005,0.9624513262539733,0.9555675422432828,1.8192955466687897,0.8978952158927831
100,Overexposure,3,28.924435906762575,28.931920790429622,0.7773436566037901,0.7692876194488941,0.09810579301536289,0.7692876194488941,0.0009884414035453246,0.0007249433880609434,0.2935990657916215,0.26349414905756985,0.9707079193377761,0.9668590733771127,1.9003699953063744,1.2970758890890755
101,Overexposure,3,28.559513293551433,28.507973099415707,0.7657580370470259,0.7468237752127228,0.33870802674397293,0.7468237752127228,0.011697198919136936,0.0060906068173712,0.3575844054712527,0.31182622769218704,0.9666909241145952,0.9600857547172371,4.814796555815393,4.999167702562334
102,Overexposure,3,29.115419653037186,29.115854730048408,0.7326187945846453,0.7255479345217317,0.058358743937497445,0.7255479345217317,5.528608880446543e-05,7.097975360536333e-05,0.1463249055146368,0.14362097118702216,0.9800598030900111,0.9788043461190109,4.603879605608176,4.99992553896721
103,Overexposure,3,29.192020006996167,29.185826117646076,0.7488098837650257,0.7177041872573575,0.2567928549673538,0.7177041872573575,0.06036469791478589,0.02247243031825344,0.4983759589714872,0.33836643640181635,0.960132792659516,0.9500898624022883,2.12461134253746,1.3217604923866246
104,Overexposure,3,28.667299137496542,28.682613327919604,0.7964436448967172,0.7621415244296734,0.2653692456027699,0.7621415244296734,0.0063243878409699715,0.00067748875574631,0.2840227647364793,0.15177091254598857,0.9664707179865695,0.9552038419653366,2.7853691298003236,4.611206896332528
105,Overexposure,3,28.981930004361494,28.987917660106874,0.7838045529171485,0.7735027938704738,0.11824049660242059,0.7735027938704738,0.00020095852223989076,0.00014928013387486145,0.25259021688859123,0.21600444185618317,0.9706672049318303,0.9721672465071135,3.070271806753156,1.8860980830556242
106,Overexposure,3,28.78525867911585,28.791864227685103,0.7772344899798328,0.7690702077939608,0.1462152224127732,0.7690702077939608,9.215843610345639e-05,6.926796144997158e-05,0.18846722351307396,0.1809710974971298,0.9715738244107357,0.9725619510572712,2.5660027500413998,1.6088376930839419
107,Overexposure,3,29.62324695886522,29.634963422411307,0.7767942622168893,0.7564276402188816,0.19158737474504403,0.7564276402188816,0.011074705243554032,0.00375988833515852,0.40011861554968076,0.29794877909770845,0.9684059328553111,0.9566469059805245,2.3428045304586074,1.1615078714927753
108,Overexposure,3,28.624839419859324,28.61309257162564,0.7715959199556005,0.7536851048597449,0.14175262142148207,0.7536851048597449,0.0005213899642856704,0.00022621808730319135,0.22157245463532588,0.17604395553743118,0.9672070306800467,0.9619577315342859,4.275782730952319,4.999009695624302
109,Overexposure,3,28.926292587477608,29.072416484627013,0.7520388742671835,0.7077141080211105,0.40168886797253067,0.7077141080211105,0.17713431897692217,0.029300079277610636,0.5933075287763016,0.310577236792669,0.9612325339756832,0.9551624482011379,1.6929086054375175,0.9083855395004535
110,Overexposure,4,28.92204222550538,28.930776029298812,0.7749532243715407,0.7662709495629233,0.09877463544377392,0.7662709495629233,0.0009766988600597006,0.0006704567798403842,0.29367987536581125,0.25866695207487256,0.9702564414924678,0.9706924645232196,1.9419913328989695,1.2788497211821823
111,Overexposure,4,28.54687836423979,28.508127300617705,0.7589225645985512,0.7416896936641778,0.30645825193553045,0.7416896936641778,0.007919040089100491,0.005437671897692058,0.30452309098845726,0.3044911178749697,0.9651392756641409,0.958063028756872,4.930119596078556,4.999091418075018
112,Overexposure,4,29.115677091430456,29.115720599749253,0.7308568160754589,0.725208344502579,0.046591509634566826,0.725208344502579,6.411174353209261e-05,7.481419144894938e-05,0.1456014109901082,0.1418567112730777,0.9807090773018615,0.9788201626862609,4.848638121387446,4.999992585882108
113,Overexposure,4,29.20131542353313,29.182682246846582,0.7390525002225234,0.7121086014321684,0.2573876252647399,0.7121086014321684,0.05728606953458651,0.013331863613895826,0.488252359403014,0.29115962817849556,0.9627768481567996,0.9517276671489076,2.283990379478237,1.3714791999903024
