,PSNR_noisy,PSNR_denoisy,SSIM_noisy,SSIM_denoisy,CW-SSIM_noisy,CW-SSIM_denoisy,unique_noisy,unique_denoisy,ms_unique_noisy,ms_unique_denoisy,csv_noisy,csv_denoisy,summer_noisy,summer_denoisy
0,33.73016843350608,28.79217160545966,0.912137315498899,0.9004237698085088,0.9794745875140289,0.9004237698085088,0.9500887878956366,0.951860607773004,0.9620744945912559,0.963613548676784,0.9856159127720533,0.9838455580612446,4.521013709165517,4.39141341501537
1,34.88007679300407,28.960397672499326,0.9446621876090949,0.9203682513888073,0.9914015126750819,0.9203682513888073,0.9662517426363675,0.9672527211561973,0.9711250726101904,0.9720203485091846,0.9882727008475379,0.984939206521697,4.625788600389001,4.495346986275644
2,34.860092552396495,28.64095771455699,0.9683076439055649,0.9232846649543189,0.997220075657091,0.9232846649543189,0.9792315656364743,0.9795926120774484,0.9797601723913795,0.9797313151657222,0.9865541611168143,0.9849450948102552,4.52187917144396,4.43200121478452
3,34.56032065823399,28.910168104840018,0.9281557317849025,0.9159643008287714,0.9888143190906217,0.9159643008287714,0.9613094093269609,0.9624237779593328,0.9700122500957723,0.9700842490482783,0.9864350000555013,0.9845179266334315,4.604982755502178,4.47018683472842
4,35.65803104841805,28.996987051394267,0.9601986769136549,0.9227565938612633,0.9963448812649024,0.9227565938612633,0.9771433189832078,0.977966307121737,0.9797025490597527,0.9802551531325486,0.9895240229965724,0.9863041564849225,4.662493217999319,4.529840118134133
5,37.667509559149345,29.039481970866476,0.9786553549152298,0.9647498012140973,0.9943251734438664,0.9647498012140973,0.9826474855611105,0.9815647141049507,0.9823019217114575,0.9811725388726691,0.989827664878776,0.9868851481545046,4.617956357858085,4.531504492960777
6,33.71400660091998,28.975806223839097,0.9047970864246522,0.9008985230948078,0.976946105526608,0.9008985230948078,0.9528454006749852,0.9547788517328611,0.9633656280735521,0.9643102741229983,0.9842148378648571,0.982738924220992,4.562774646976694,4.427295085045794
7,35.45875559385765,28.967963060262576,0.9557009106213759,0.9365907431732452,0.997398212354545,0.9365907431732452,0.9767305165733267,0.9777426726302992,0.9785581867791363,0.9789993569574784,0.9886726242800913,0.9862498591319813,4.635000084679783,4.50877269091186
8,29.974782338704237,28.96610240530332,0.7742361173831808,0.8546889225629104,0.9837227569665035,0.8546889225629104,0.906024744981469,0.9067018350944234,0.9267574307193204,0.9273114274746036,0.9796719144621333,0.9801893066373508,4.186084626280815,4.053974426869915
9,29.381221639308865,28.834431432003683,0.6260051017770532,0.7510140371118543,0.951897716663193,0.7510140371118543,0.8123975263766647,0.8166452984083526,0.8761608436883146,0.8790227689894565,0.9736722302337613,0.9755512066561433,3.830103865539234,3.7061262117700444
10,29.979617058286014,28.95596209339886,0.766104202014947,0.8473849661357236,0.9835872443412199,0.8473849661357236,0.9099802760512082,0.9114661201553677,0.9301161807122063,0.9308050503327802,0.9789207742554671,0.9792176019587051,4.185619232039182,4.056526502291924
11,28.19775901615634,28.324701757608075,0.3406719818800406,0.4251824456269256,0.8433608823621335,0.4251824456269256,0.4800814081302431,0.48326923315971654,0.6613575830029546,0.6653425594325428,0.9654960037800433,0.9667294504812337,2.61042183142996,2.566835418407341
12,28.65738366879604,28.551480800060386,0.5538721462596016,0.6414131831361218,0.9583753079201923,0.6414131831361218,0.7380361133988271,0.7403998250471373,0.8077696144845727,0.8092711934680251,0.9692661435876222,0.972276301634964,3.5768213286019805,3.499877019136935
13,28.21569989012933,28.365200031037787,0.34477188598180386,0.4297426598974986,0.8679234353976463,0.4297426598974986,0.5089800648536591,0.513776966041698,0.6616588699595837,0.6658018872693094,0.964462396050256,0.9659773609492985,2.8316655215020448,2.782091268740966
14,28.596140775734025,28.594024049992427,0.5413357476148545,0.6290382669572713,0.9583899128587199,0.6290382669572713,0.7434116641955366,0.7458477513965699,0.809841405683523,0.8111078596641619,0.9693379163008914,0.9712297136231682,3.5591436428799783,3.482476165553993
15,38.66604787708063,29.122471884794464,0.9769179112870195,0.9177663815047349,0.9954373460113284,0.9177663815047349,0.9847338057992613,0.984077678358755,0.9846422822050844,0.9846073252788468,0.991365301079868,0.9866215010379182,4.701904681223741,4.596529385256201
16,35.76872247907896,28.962129892455085,0.9299668091006136,0.886493131940266,0.9811132541016289,0.886493131940266,0.9698546827505944,0.9616087729024853,0.9756275321148177,0.9656541640077653,0.9866253321662258,0.9849057669476091,4.630665177611719,4.538491372464664
17,31.143331185764684,28.800322089913394,0.767110855141906,0.839001151511706,0.9550907494661394,0.839001151511706,0.9033130452861069,0.9057526538085493,0.942160360577699,0.9427050875389705,0.9801587687857802,0.9802001643147485,4.098842747636208,3.94953169972664
18,32.95377925125054,29.00783407046387,0.9190022710813631,0.8933462032725388,0.9939019938091185,0.8933462032725388,0.967235974266461,0.9670567915720549,0.97264894525941,0.9731870279689115,0.9871679923538377,0.984655837334109,4.516622582312028,4.368317468404726
19,37.1614366473314,29.046990925588343,0.9643148065095537,0.9290797297365861,0.9948329034617744,0.9290797297365861,0.982189258131043,0.9825119780191269,0.9820237683650093,0.9826546025600975,0.9893338977589973,0.9862719331085977,4.701018188834412,4.585421607053506
20,31.0288723543033,29.001998162828485,0.8389772546757313,0.8829214414294817,0.9855421243914889,0.8829214414294817,0.9439767923139861,0.9446523159703766,0.9543094061329152,0.9549236935815912,0.9835159146416783,0.9827502618327586,4.373428797739159,4.219509306318208
21,35.22888433793431,28.868767853417484,0.9402589638406752,0.9222083699284807,0.9920072788901507,0.9222083699284807,0.9705513308064009,0.9708813091511073,0.9767952285724347,0.9774230999961294,0.9876013892504126,0.9860097182558741,4.607568203590091,4.496206963603938
22,30.159597761311318,28.845224998344683,0.7345756921315186,0.8317035493356443,0.9707913976939986,0.8317035493356443,0.8795923140300975,0.8812158769531736,0.9285013283525074,0.9295181274000563,0.9772667746899133,0.978695682501012,4.087235155815987,3.958450125138758
23,31.279133713074074,28.739061947855923,0.8026156371167492,0.8501791477618607,0.9451259979603457,0.8501791477618607,0.9010800421121163,0.9032105195572322,0.9410527937243699,0.9397175689546462,0.9806668004200801,0.9802381629528085,4.257693477201471,4.114759299480447
24,31.943005255321005,28.93236018260496,0.8633945752931756,0.8960002055300392,0.9668631146970253,0.8960002055300392,0.9220704229632914,0.9220975401557191,0.9492812239647767,0.9489740570987865,0.9785870467120681,0.9794888700472927,4.466998561569983,4.338662243927743
25,32.751446880399385,28.582622407279167,0.9261237919016081,0.9078580902878947,0.9933342414426806,0.9078580902878947,0.9709553502557706,0.9708936076579011,0.9714802937161693,0.9715227614455648,0.9792047530963506,0.9802888839104344,4.254224106746286,4.182793172374541
26,31.568870046127753,28.679587222376245,0.8268481266065671,0.8669891341290045,0.9744526676151188,0.8669891341290045,0.9345805589897561,0.9357042109351469,0.9507904920797157,0.9515302411058333,0.9781807740019149,0.9793183529185092,4.195663784555969,4.081957683472241
27,31.231067641447126,28.718956956442337,0.787394548383802,0.833584789844601,0.9560557700743327,0.833584789844601,0.9123299817803865,0.9138202715052387,0.9402966698247738,0.9397451790281073,0.9796255399332703,0.9795906296559032,4.214170374685995,4.0987085662465645
28,38.04682852118927,29.0056590398015,0.9837330576705046,0.9253553786243619,0.9984532757606541,0.9253553786243619,0.9856224790630743,0.9851293779709487,0.9851758738482267,0.9849148794661514,0.9916854172574514,0.9879437680130052,4.715267649467856,4.567513903862791
29,32.4530672458272,29.02622911983751,0.9324760071914029,0.9083826110098705,0.9947832982910266,0.9083826110098705,0.9600221260407727,0.9604036486711676,0.9630593023154952,0.9635494495240445,0.9862865367845349,0.9853515107898491,4.461218796917136,4.3233858866349495
30,28.890467832379933,28.616508424688067,0.638320631833365,0.7111479372356292,0.9576368005044726,0.7111479372356292,0.7651355133421718,0.7663754360216752,0.8282136310037131,0.8293185276061305,0.9734271872997539,0.9745538889819702,3.8925975912680677,3.810743310083387
31,30.68289200267793,28.83852017181644,0.7657621092199399,0.8123442241752097,0.9576300679321943,0.8123442241752097,0.8706510688634852,0.8708077550639443,0.9260812251561424,0.9241216052988481,0.979039479999008,0.9797592913775753,4.366389814781041,4.260462597485333
32,33.05602683686851,28.937697803402088,0.9087218040773704,0.8901758910514994,0.9935123416466727,0.8901758910514994,0.95477198356512,0.9538040428925988,0.9625159201708092,0.960933507693121,0.985768892486654,0.9842595988695291,4.540730139390022,4.407809907927377
33,30.999243461597285,29.49832217624905,0.764570543495823,0.7015217903493944,0.9353989235713549,0.7015217903493944,0.8415820485553227,0.7494988322006007,0.9082329157585249,0.8553385895357872,0.9793992750518359,0.9779541124120688,4.496948329060691,4.476094265591862
34,31.145379518928216,28.981566176261573,0.8209209608293105,0.8352490500735701,0.9760948984534611,0.8352490500735701,0.9048562567898778,0.8948769721873256,0.9340537988045843,0.9233490558052504,0.9816094635959416,0.9804029335928065,4.36217105588193,4.205987408191496
35,31.460950515125926,28.894262326690217,0.8632888701059773,0.8735641912029464,0.9878425624004659,0.8735641912029464,0.9314221612622813,0.9308599791582487,0.944593729660556,0.9423770227448613,0.981594464847524,0.9819880332079234,4.358252419510922,4.216812510433922
36,34.338307941349015,29.080275927853016,0.9625698840790521,0.9198506644232672,0.9983910010288614,0.9198506644232672,0.9759144559169778,0.9753190599531629,0.9766673677962844,0.9758439204739324,0.990772335183285,0.9868959172412723,4.599991284017043,4.457447718120328
37,34.24935192489969,28.885399992104276,0.9364898479160441,0.8978197012101474,0.9941053255176237,0.8978197012101474,0.9640001786276426,0.9629700175839941,0.9715064757510865,0.9710177336474373,0.9856409026871601,0.9852637553385818,4.592827194461194,4.470732355863038
38,29.67672391528152,28.78283369253166,0.683337085005455,0.7681311371493487,0.9496709227535779,0.7681311371493487,0.8005233636824548,0.8044773059371998,0.8951447320059613,0.8960519578576186,0.9735887253991234,0.975604216707732,3.9260637347349485,3.8122580704455404
39,34.063770097041214,28.801075448004188,0.9129856273319439,0.8741599394272972,0.9905037670280713,0.8741599394272972,0.9570289855829286,0.9575337963601176,0.9673933164187937,0.9671401649443463,0.9853011291259838,0.9844274997645143,4.575115271822972,4.4593518024440035
40,28.291209893655417,28.417798463786717,0.35095321214751535,0.4566502556246807,0.7702753136671125,0.4566502556246807,0.37066601605192007,0.3742882692247884,0.6669714319878919,0.6715920976780838,0.9666529746523136,0.968022042623402,3.688770863932065,3.625789821300358
41,35.13647376554691,29.12109764703959,0.974214754240197,0.9280409128143418,0.9990273661021052,0.9280409128143418,0.9796972469021484,0.9798233820290282,0.9794591323696586,0.9794438874325698,0.989943866676656,0.9877397052495428,4.620912030535341,4.467188875165939
42,29.38957288014395,28.802033636118697,0.7703875512856037,0.8189388227777269,0.9877448070506816,0.8189388227777269,0.8621786933275638,0.8640600464333505,0.8868126482884588,0.8877409080199626,0.9762340075739441,0.9780840273338651,3.9769172920998583,3.877387696578152
43,35.00632801718482,28.57279766445663,0.9579647846256122,0.9121932927832198,0.9964464038148557,0.9121932927832198,0.9712527669713659,0.9714427291341424,0.9727951454380519,0.9728964843669383,0.9855330233490421,0.9853635402195978,4.464812156837638,4.375592471739246
44,30.43730775104834,28.871295802067536,0.8310599970466084,0.8689409303195462,0.9898129037912267,0.8689409303195462,0.9100806679845765,0.9107703931950747,0.9370252289178723,0.9371418194361749,0.9796478761643777,0.9806018020316027,4.272376880123706,4.142172170940298
45,34.41937871171998,29.576239225603636,0.9240491477520684,0.8554974580055507,0.993196837993082,0.8554974580055507,0.9568878927641723,0.9429407474688437,0.9645086348572166,0.9504541067971726,0.9855604195676464,0.984582209932187,4.635590443751677,4.545801037990494
46,29.807665930186097,28.87270851155688,0.6933853389547501,0.7469726457127464,0.963338031396788,0.7469726457127464,0.8215638543601339,0.8243875794343891,0.8950495286924292,0.8927576184021544,0.9750230848298014,0.9764331087773959,4.128636143242746,4.0386507467929444
47,33.776983717140155,28.90954991923527,0.9260527829945145,0.8725791869855872,0.9946316358305552,0.8725791869855872,0.9567308588017266,0.9547278410201362,0.964373721278204,0.961165936618864,0.9860591505360573,0.9844932461949417,4.557209825996894,4.431940185560589
48,28.225454203298874,28.343068743719524,0.3530087104165721,0.441198293947212,0.845329897973683,0.441198293947212,0.39413865116824454,0.3977438740300341,0.6451703750774838,0.6489093088597404,0.9661632119189536,0.9671754739399607,3.371314843143367,3.317923847859775
49,37.8009562824609,29.021043836124285,0.9793966767984025,0.9239107800073656,0.9980909714183032,0.9239107800073656,0.9848577064784194,0.983901103719064,0.9826308896865451,0.982521640650172,0.989881345660458,0.986752351088433,4.688563475140225,4.568640959019066
