Type of Noise,junk,PSNR_noisy,PSNR_denoisy,SSIM_noisy,SSIM_denoisy,CW-SSIM_noisy,CW-SSIM_denoisy,unique_noisy,unique_denoisy,ms_unique_noisy,ms_unique_denoisy,csv_noisy,csv_denoisy,summer_noisy,summer_denoisy
dirty_lvl_3,4,27.642226279875107,27.671239095342074,0.8935172442294613,0.9061094938366961,0.8713328459927173,0.9061094938366961,0.5262063304357167,0.5267649059103887,0.6667219863020722,0.6673126203164818,0.9674278831430695,0.9671529326623184,3.6409821402283917,3.63195258033274
dirty_lvl_4,0,27.471680969098937,27.53944744479589,0.8212469712557252,0.8366345225787817,0.7785533628735016,0.8366345225787817,0.3777737738388925,0.38142566700564845,0.5866528520197258,0.5888873400977866,0.9608387255181605,0.9608511817181408,3.3323572953691825,3.346667009116804
dirty_lvl_4,1,27.64111930917496,27.620456446801494,0.9074790450444619,0.9239188955624337,0.746074454807816,0.9239188955624337,0.5119126764843693,0.5129031659555394,0.7672517778875181,0.768065971554103,0.9793137096061834,0.9790809958253668,4.447104087343286,4.425046083267946
dirty_lvl_4,2,27.864769771202326,27.694460191748426,0.948564691007527,0.9553989151734147,0.6748890200667458,0.9553989151734147,0.5395819986821854,0.5421755128195062,0.708654197945007,0.7103042338015414,0.9771972199687257,0.9763989579074495,4.121116252733707,3.993130171724552
dirty_lvl_4,3,27.516906233536442,27.708114720433883,0.8186007741230715,0.8338971603812333,0.7896768878728612,0.8338971603812333,0.3559835041567871,0.35739586147765884,0.5359771015623085,0.5369195152322948,0.9599111935359635,0.9601833433313727,3.803678222354852,3.8107843247892244
dirty_lvl_4,4,27.524736006524293,27.705821209979064,0.8259556794646149,0.8404759132194759,0.7813134750449913,0.8404759132194759,0.3854342000159104,0.38646967971731183,0.5465964539998529,0.5472763729782081,0.9607630606234103,0.9605168475325919,3.8053233899078265,3.814137272532082
dirty_lvl_5,0,27.757344661711016,27.79201746608017,0.7026843091247059,0.7125524568473979,0.5400542763443295,0.7125524568473979,0.13776414601448372,0.13903355832957565,0.3682610861929634,0.3694062736168142,0.9496922591919433,0.9500916898573118,4.6766696508108545,4.6928191629052005
dirty_lvl_5,1,27.634180122764917,27.661955854451964,0.8433001107050067,0.8497217201172416,0.5719269160493603,0.8497217201172416,0.21720473398243054,0.21379889428366744,0.6350769433799535,0.6336827883457903,0.9745382171569089,0.9742344542028422,4.939542340042854,4.935725462455525
dirty_lvl_5,2,27.739971786035117,27.519539871417614,0.895462154802631,0.8961642510410822,0.5203166629375302,0.8961642510410822,0.32254308556587885,0.32247027196847955,0.6239745268994096,0.6254967215033742,0.9723366411293219,0.971653515631043,4.809049134897251,4.749623081949345
dirty_lvl_5,3,27.80046969874965,27.83757219611107,0.6676480703720442,0.6770303653995886,0.47347922004372633,0.6770303653995886,0.06412476569947839,0.06465699124039523,0.24602187050622673,0.24648393620094078,0.9467950549972096,0.9460711971653246,4.924590018986651,4.927672291584277
